"","_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
"4444",1162574,"4154737","2017","2019","1965","PRIVATE","15","Don Valley West","29 UPPER CANADA DR","4","54","2019-10-28","72","Evaluation needs to be conducted in 2 years","19","4","4","4","3","4","4","4","4","3","3","3","4","4","3","4","3","4","3","3","N/A","N1521","43.7522249865","-79.4034227428","312562.051","4845588.969"
"4445",1162575,"4154739","2017","2019","1963","PRIVATE","15","Don Valley West","16 THE LINKS RD","4","102","2019-10-28","85","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","5","4","4","5","3","4","4","5","4","5","4","5","4","5","N/A","N1521","43.751505712","-79.402827155","312609.845","4845510.073"
"4446",1162576,"4168796","2017","2019","1963","PRIVATE","15","Don Valley West","24 THE LINKS RD","4","95","2019-10-28","85","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","5","4","4","5","3","4","4","5","4","5","4","5","4","5","N/A","N1521","43.751017702","-79.402305283","312651.934","4845455.909"
"4447",1162577,"4154734","2017","2019","1963","PRIVATE","15","Don Valley West","37 LORD SEATON RD","4","49","2019-10-28","91","Evaluation needs to be conducted in 3 years","19","5","5","4","5","4","5","5","4","5","4","5","4","5","5","5","4","4","5","3","N/A","N1521","43.7525712767","-79.4059855057","312355.623","4845627.205"
"4448",1162578,"4155659","2017","2019","1967","TCHC","01","Etobicoke North","75 TANDRIDGE CRES","10","221","2019-10-28","54","Evaluation needs to be conducted in 1 year","19","2","2","4","1","2","2","2","3","3","3","2","3","3","3","3","3","3","4","3","N/A","W0131","43.728881268","-79.546722096","301020.19","4842993.242"
"4449",1162579,"4154733","2017","2019","1974","PRIVATE","15","Don Valley West","44 STUBBS DR","7","84","2019-10-28","89","Evaluation needs to be conducted in 3 years","20","5","3","5","5","5","5","5","4","5","5","5","4","5","3","5","3","5","4","3","5","N1522","43.7614984852","-79.3630422116","315812.209","4846623.819"
"4450",1162580,"4155782","2017","2019","1965","TCHC","01","Etobicoke North","101 KENDLETON DR","7","221","2019-10-28","65","Evaluation needs to be conducted in 1 year","19","3","3","4","3","3","3","3","3","4","N/A","2","4","4","4","3","3","4","3","3","3","W0123","43.7383578677","-79.580925169","298266.007","4844047.228"
"4451",1162581,"4155781","2017","2019","1965","TCHC","01","Etobicoke North","111 KENDLETON DR","7","58","2019-10-28","67","Evaluation needs to be conducted in 2 years","19","2","4","4","3","3","4","3","3","4","N/A","3","4","4","4","3","3","3","4","3","3","W0123","43.7378797045","-79.581199625","298243.847","4843994.13"
"4452",1162582,"4156208","2017","2019","1965","TCHC","01","Etobicoke North","121 KENDLETON DR","11","194","2019-10-28","62","Evaluation needs to be conducted in 1 year","19","3","4","4","2","3","4","1","3","4","N/A","2","4","2","3","3","3","4","4","3","3","W0123","43.7376027043","-79.5808305747","298273.543","4843963.329"
"4453",1162583,"4155454","2018","2019","1976","PRIVATE","01","Etobicoke North","2757 KIPLING AVE","19","343","2019-10-28","78","Evaluation needs to be conducted in 2 years","18","4","3","5","3","4","4","4","3","5","N/A","5","5","5","3","3","4","4","3","3","N/A","W0124","43.7544362323","-79.5871043127","297770.21","4845833.956"
"4454",1162584,"4155455","2017","2019","1978","PRIVATE","01","Etobicoke North","2777 KIPLING AVE","18","325","2019-10-28","68","Evaluation needs to be conducted in 2 years","18","4","4","3","3","3","4","2","4","4","N/A","3","3","5","3","3","3","4","3","3","N/A","W0124","43.7560633856","-79.5872449019","297759.089","4846014.737"
"4455",1162585,"4155441","2017","2019","1962","PRIVATE","01","Etobicoke North","39 LEDUC DR","3","13","2019-10-28","71","Evaluation needs to be conducted in 2 years","16","4","4","4","4","3","3","N/A","4","N/A","N/A","3","3","5","3","4","3","4","3","3","N/A","W0130","43.7183839907","-79.5579415318","300115.746","4841826.716"
"4456",1162586,"4155407","2017","2019","1968","PRIVATE","02","Etobicoke Centre","695 MARTIN GROVE RD","12","142","2019-10-28","78","Evaluation needs to be conducted in 2 years","19","4","4","3","4","4","5","3","3","3","4","4","4","5","4","4","4","4","4","4","N/A","W0221","43.682026489","-79.565970029","299462.268","4837680.56"
"4457",1162587,"4155413","2017","2019","1965","PRIVATE","01","Etobicoke North","186 KINGSVIEW BLVD","11","81","2019-10-28","96","Evaluation needs to be conducted in 3 years","17","5","5","5","5","5","5","N/A","5","4","N/A","5","5","5","4","5","5","5","5","4","N/A","W0133","43.6932326583","-79.5665294242","299421.522","4839032.971"
"4458",1162588,"4155405","2017","2019","1992","SOCIAL HOUSING","02","Etobicoke Centre","1540 KIPLING AVE","8","128","2019-10-28","79","Evaluation needs to be conducted in 2 years","17","4","4","4","4","4","4","4","3","4","N/A","4","4","5","4","4","4","N/A","4","3","N/A","W0221","43.6804703998","-79.5529581707","300514.566","4837614.397"
"4459",1162589,"4153872","2017","2019","1952","PRIVATE","15","Don Valley West","6 GLEN ECHO RD","4","30","2019-10-28","76","Evaluation needs to be conducted in 2 years","15","3","5","4","4","3","3","N/A","3","N/A","N/A","4","4","5","4","3","4","N/A","4","4","N/A","N1525","43.7340881358","-79.4038420166","312530.603","4843574.098"
"4460",1162590,"4155813","2017","2019","1973","TCHC","01","Etobicoke North","2063 ISLINGTON AVE","12","162","2019-10-28","76","Evaluation needs to be conducted in 2 years","19","2","4","4","4","4","4","3","3","4","3","4","4","5","4","4","4","4","4","4","N/A","W0135","43.701195372","-79.547954529","300919.034","4839917.639"
"4461",1162591,"4155705","2017","2019","1973","TCHC","01","Etobicoke North","2067 ISLINGTON AVE","12","162","2019-10-28","68","Evaluation needs to be conducted in 2 years","20","3","4","4","2","3","4","2","3","4","2","2","4","5","4","3","4","3","4","4","4","W0135","43.702256035","-79.548440591","300879.927","4840035.496"
"4462",1162592,"4155358","2017","2019","1970","PRIVATE","01","Etobicoke North","2085 ISLINGTON AVE","20","266","2019-10-28","79","Evaluation needs to be conducted in 2 years","20","4","4","4","4","4","4","4","4","4","3","4","4","5","4","4","4","4","4","3","4","W0135","43.7035776497","-79.5492233546","300817.193","4840181.403"
"4463",1162593,"4155918","2017","2019","1970","PRIVATE","01","Etobicoke North","2101 ISLINGTON AVE","22","271","2019-10-28","80","Evaluation needs to be conducted in 2 years","20","4","4","4","4","4","4","4","4","4","3","4","4","5","4","4","4","4","4","4","4","W0135","43.7035776497","-79.5492233546","300817.193","4840181.403"
"4464",1162594,"4155442","2017","2019","1962","PRIVATE","01","Etobicoke North","2328 ISLINGTON AVE","7","68","2019-10-28","76","Evaluation needs to be conducted in 2 years","18","4","3","4","3","4","5","N/A","4","4","4","3","4","5","4","4","3","4","3","3","N/A","W0130","43.7172161806","-79.5567000725","300215.686","4841696.915"
"4465",1162595,"4155440","2017","2019","1958","PRIVATE","01","Etobicoke North","2356 ISLINGTON AVE","3","18","2019-10-28","68","Evaluation needs to be conducted in 2 years","17","4","3","5","3","3","2","N/A","3","N/A","4","3","2","5","3","4","4","3","4","3","N/A","W0130","43.7189395092","-79.5574410842","300156.114","4841888.402"
"4466",1162596,"4155439","2017","2019","1972","PRIVATE","01","Etobicoke North","2362 ISLINGTON AVE","3","13","2019-10-28","66","Evaluation needs to be conducted in 2 years","17","3","3","5","4","3","2","N/A","4","N/A","2","3","4","5","3","3","2","3","4","3","N/A","W0130","43.7193055449","-79.5575311181","300148.888","4841929.072"
"4467",1162597,"4155430","2017","2019","1960","PRIVATE","01","Etobicoke North","2386 ISLINGTON AVE","3","18","2019-10-28","68","Evaluation needs to be conducted in 2 years","16","3","4","5","2","3","4","N/A","3","N/A","N/A","3","3","5","4","3","2","3","4","3","N/A","W0130","43.72086112","-79.55824156","300091.5","4842102.895"
"4468",1162598,"4155450","2017","2019","1976","PRIVATE","01","Etobicoke North","50 PANORAMA CRT","19","223","2019-10-28","68","Evaluation needs to be conducted in 2 years","18","4","3","4","3","4","3","3","4","4","N/A","3","3","3","4","2","3","4","4","3","N/A","W0124","43.7481679361","-79.577118319","298573.714","4845136.771"
"4469",1162599,"4156153","2017","2019","1969","PRIVATE","01","Etobicoke North","7 RICHGROVE DR","11","129","2019-10-28","88","Evaluation needs to be conducted in 3 years","20","4","4","5","5","4","5","4","4","4","4","4","5","5","4","4","5","5","4","4","5","W0137",NA,NA,"299527.406","4837162.739"
"4470",1162600,"4153870","2017","2019","1959","PRIVATE","15","Don Valley West","56 RANLEIGH AVE","4","74","2019-10-28","82","Evaluation needs to be conducted in 2 years","18","4","5","4","4","4","3","N/A","4","4","5","4","4","5","4","4","4","5","3","4","N/A","N1525","43.7282518882","-79.4012252952","312742.165","4842925.987"
"4471",1162601,"4153869","2017","2019","1950","PRIVATE","15","Don Valley West","153 RANLEIGH AVE","4","28","2019-10-28","81","Evaluation needs to be conducted in 2 years","16","3","4","4","4","5","4","N/A","4","N/A","4","4","4","5","4","4","4","N/A","4","4","N/A","N1525","43.7282516139","-79.3981082324","312993.279","4842926.261"
"4472",1162602,"4153808","2017","2019","1959","PRIVATE","15","Don Valley West","57 RAWLINSON AVE","4","36","2019-10-28","75","Evaluation needs to be conducted in 2 years","17","3","3","5","3","4","5","N/A","5","N/A","3","4","5","5","4","4","2","4","3","2","N/A","N1537","43.7096715692","-79.3877050261","313834.207","4840863.223"
"4473",1162603,"4155444","2017","2019","1969","PRIVATE","01","Etobicoke North","70 REXDALE BLVD","6","100","2019-10-28","81","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","3","4","4","4","N/A","4","4","5","5","4","4","4","4","4","N/A","W0130","43.7135169093","-79.5613583242","299840.021","4841286.219"
"4474",1162604,"4155706","2017","2019","1969","PRIVATE","01","Etobicoke North","21 RICHGROVE DR","11","129","2019-10-28","87","Evaluation needs to be conducted in 3 years","19","4","4","5","4","5","5","4","4","4","4","4","5","5","4","4","4","5","4","5","N/A","W0137",NA,NA,"299512.011","4837158.651"
"4475",1162605,"4269261","2018","2019","2007","SOCIAL HOUSING","01","Etobicoke North","68 BERGAMOT AVE","4","68","2019-10-28","84","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","4","4","4","5","N/A","4","2","5","5","5","5","N/A","5","3","4","W0130","43.716943462","-79.557813582","300125.675","4841667.635"
"4476",1162606,"4155417","2017","2019","1965","PRIVATE","01","Etobicoke North","10 BLACKFRIAR AVE","5","61","2019-10-28","93","Evaluation needs to be conducted in 3 years","17","5","5","5","4","5","4","N/A","5","4","N/A","5","5","5","4","5","4","5","5","4","N/A","W0133","43.69407154","-79.562734454","299737.704","4839124.125"
"4477",1162607,"4155418","2017","2019","1965","PRIVATE","01","Etobicoke North","41 BLACKFRIAR AVE","6","32","2019-10-28","94","Evaluation needs to be conducted in 3 years","17","5","5","5","5","5","5","N/A","5","4","N/A","5","5","5","4","4","5","4","5","4","N/A","W0133","43.6947483145","-79.5594207061","299994.671","4839200.986"
"4478",1162608,"4155411","2020","2019","1968","PRIVATE","01","Etobicoke North","111 BLACKFRIAR AVE","3","39","2019-10-28","69","Evaluation needs to be conducted in 2 years","16","3","4","3","3","2","4","N/A","4","N/A","N/A","3","4","4","4","3","4","3","4","3","N/A","W0133","43.6992765737","-79.56164594","299815.663","4839704.147"
"4479",1162609,"4155995","2017","2019","1960","PRIVATE","01","Etobicoke North","27 BERGAMOT AVE","7","130","2019-10-28","63","Evaluation needs to be conducted in 1 year","19","3","3","5","3","3","3","3","3","3","4","3","4","5","3","2","3","3","1","3","N/A","W0130","43.715262532","-79.556650611","300219.248","4841480.861"
"4480",1162610,"4153807","2017","2019","1983","TCHC","15","Don Valley West","801 MOUNT PLEASANT RD","10","185","2019-10-28","78","Evaluation needs to be conducted in 2 years","19","4","5","5","3","3","5","2","2","4","N/A","5","5","5","3","3","3","5","5","3","4","N1537","43.7088453","-79.3898544426","313661.101","4840771.193"
"4481",1162611,"4155658","2017","2019","1972","TCHC","01","Etobicoke North","44 WILLOWRIDGE RD","14","236","2019-10-28","64","Evaluation needs to be conducted in 1 year","19","3","3","4","3","3","3","3","3","3","N/A","3","3","4","4","3","3","3","3","3","4","W0137","43.675646313","-79.569749625","299172.333","4837117.833"
"4482",1162612,"4153806","2017","2019","1970","PRIVATE","15","Don Valley West","299 ROEHAMPTON AVE","12","224","2019-10-28","93","Evaluation needs to be conducted in 3 years","18","5","5","5","3","4","5","5","4","5","N/A","3","5","5","5","5","5","5","5","5","N/A","N1537",NA,NA,"313710.324","4840865.462"
"4483",1162613,"4261706","2017","2019","2015","PRIVATE","15","Don Valley West","305 ROEHAMPTON AVE","16","221","2019-10-28","97","Evaluation needs to be conducted in 3 years","18","5","5","5","4","N/A","5","5","3","5","N/A","5","5","5","5","5","5","5","5","5","5","N1537","43.709676333","-79.388685206","313732.785","4840864.055"
"4484",1162614,"4155666","2017","2019","1974","PRIVATE","01","Etobicoke North","46 PANORAMA CRT","19","222","2019-10-28","66","Evaluation needs to be conducted in 2 years","19","3","3","4","3","3","4","3","4","4","N/A","3","4","3","4","3","3","4","4","2","2","W0124","43.7482299219","-79.5783390119","298475.409","4845143.751"
"4485",1162615,"4153866","2017","2019","1941","PRIVATE","15","Don Valley West","2 DU MAURIER BLVD","4","28","2019-10-28","78","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","3","5","4","4","4","4","4","5","3","4","4","N/A","3","3","N/A","N1525","43.7259246541","-79.4020447269","312676.454","4842667.366"
"4486",1162616,"4155355","2017","2019","1962","PRIVATE","02","Etobicoke Centre","24 DIXINGTON CRES","6","63","2019-10-28","87","Evaluation needs to be conducted in 3 years","18","4","5","5","4","4","4","N/A","4","5","4","4","4","5","4","4","5","5","5","3","N/A","W0223","43.6964501816","-79.54293365","301323.708","4839389.287"
"4487",1162617,"4155357","2018","2019","1963","PRIVATE","02","Etobicoke Centre","38 DIXINGTON CRES","10","111","2019-10-28","78","Evaluation needs to be conducted in 2 years","18","4","5","4","3","4","5","N/A","3","4","N/A","4","2","5","3","4","3","5","4","4","4","W0223","43.69652256","-79.540704306","301503.157","4839398.193"
"4488",1162618,"4155359","2017","2019","1963","PRIVATE","01","Etobicoke North","236 DIXON RD","13","123","2019-10-28","93","Evaluation needs to be conducted in 3 years","19","5","4","5","3","5","4","5","5","4","N/A","5","5","5","4","5","5","5","5","4","5","W0135","43.6983362533","-79.5463927222","301045.006","4839598.982"
"4489",1162619,"4155369","2017","2019","1964","PRIVATE","02","Etobicoke Centre","263 DIXON RD","15","171","2019-10-28","79","Evaluation needs to be conducted in 2 years","19","4","4","5","4","3","3","3","3","5","N/A","3","4","4","5","5","3","5","5","4","3","W0222","43.695514613","-79.547766738","300931.879","4839262.038"
"4490",1162620,"4155368","2017","2019","1967","PRIVATE","02","Etobicoke Centre","265 DIXON RD","16","181","2019-10-28","81","Evaluation needs to be conducted in 2 years","18","4","4","5","3","5","3","5","3","4","N/A","3","5","5","4","4","2","5","5","4","N/A","W0222","43.695934451","-79.548620626","300843.439","4839394.946"
"4491",1162621,"4155370","2017","2019","1968","PRIVATE","01","Etobicoke North","290 DIXON RD","6","49","2019-10-28","90","Evaluation needs to be conducted in 3 years","18","4","4","4","4","5","4","N/A","4","5","4","4","5","5","5","5","5","5","5","4","N/A","W0134","43.696913551","-79.549832217","300767.413","4839442.033"
"4492",1162622,"4153864","2017","2019","1941","PRIVATE","15","Don Valley West","3 DU MAURIER BLVD","4","37","2019-10-28","80","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","3","5","4","4","4","4","4","5","3","4","5","N/A","3","3","N/A","N1525","43.7256008055","-79.4018955473","312688.515","4842631.402"
"4493",1162623,"4153865","2017","2019","1941","PRIVATE","15","Don Valley West","5 DU MAURIER BLVD","4","41","2019-10-28","78","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","3","5","4","4","4","4","4","5","3","4","4","3","3","3","N/A","N1525","43.725849397","-79.401345968","312732.762","4842659.072"
"4494",1162624,"4155363","2018","2019","1968","PRIVATE","02","Etobicoke Centre","25 WIDDICOMBE HILL","11","122","2019-10-28","80","Evaluation needs to be conducted in 2 years","20","5","4","4","4","4","3","3","4","5","4","4","4","5","3","4","4","4","4","4","4","W0222","43.679208785","-79.548319808","300888.16","4837475.011"
"4495",1162625,"4155362","2018","2019","1968","PRIVATE","02","Etobicoke Centre","35 WIDDICOMBE HILL","11","121","2019-10-28","81","Evaluation needs to be conducted in 2 years","20","5","4","4","4","4","3","4","3","5","4","4","4","5","4","4","4","4","4","4","4","W0222","43.678668475","-79.550611679","300703.359","4837415.062"
"4496",1162626,"4156532","2017","2019","1975","PRIVATE","02","Etobicoke Centre","53 WIDDICOMBE HILL BLVD","18","139","2019-10-28","89","Evaluation needs to be conducted in 3 years","19","5","5","5","4","4","4","5","4","4","4","5","4","5","4","5","5","N/A","5","3","5","W0222","43.67822939","-79.5525004391","300551.32","4837365.403"
"4497",1162627,"4293577","2018","2019","1975","PRIVATE","02","Etobicoke Centre","57 WIDDICOMBE HILL BLVD","18","139","2019-10-28","91","Evaluation needs to be conducted in 3 years","19","5","5","5","4","4","4","5","4","4","4","5","4","5","5","5","5","N/A","5","3","5","W0222","43.6779875128","-79.5535461519","300466.998","4837338.574"
"4498",1162628,"4155889","2017","2019","1974","PRIVATE","02","Etobicoke Centre","73 WIDDICOMBE HILL BLVD","17","228","2019-10-28","82","Evaluation needs to be conducted in 2 years","19","4","4","5","3","4","4","4","4","4","N/A","4","5","5","4","4","4","4","4","4","4","W0222","43.677126322","-79.556808045","300130.803","4837178.874"
"4499",1162629,"4155793","2017","2019","1973","PRIVATE","02","Etobicoke Centre","120 WIDDICOMBE HILL BLVD","17","233","2019-10-28","77","Evaluation needs to be conducted in 2 years","19","4","4","5","3","3","4","4","4","4","N/A","4","4","4","4","3","3","5","4","3","4","W0222","43.676467695","-79.559152675","300081.204","4837170.804"
"4500",1162630,"4155927","2017","2019","1971","PRIVATE","01","Etobicoke North","10 WILLOWRIDGE RD","19","328","2019-10-28","61","Evaluation needs to be conducted in 1 year","18","3","3","3","3","3","3","3","3","3","N/A","3","3","3","3","3","3","4","3","3","N/A","W0137",NA,NA,"299268.886","4837017.142"
"4501",1162631,"4155416","2017","2019","1965","PRIVATE","01","Etobicoke North","15 BRIDESBURG DR","5","62","2019-10-28","92","Evaluation needs to be conducted in 3 years","17","5","5","5","4","5","4","N/A","4","4","N/A","5","5","5","4","5","5","4","5","4","N/A","W0133","43.6954283333","-79.5605528482","299903.466","4839276.584"
"4502",1162632,"4155415","2017","2019","1965","PRIVATE","01","Etobicoke North","25 BRIDESBURG DR","5","62","2019-10-28","92","Evaluation needs to be conducted in 3 years","17","5","5","5","4","5","4","N/A","4","4","N/A","5","5","5","4","5","5","4","5","4","N/A","W0133","43.6955590992","-79.5621204322","299777.119","4839291.193"
"4503",1162633,"4154732","2017","2019","1970","PRIVATE","15","Don Valley West","740 YORK MILLS RD","19","137","2019-10-28","77","Evaluation needs to be conducted in 2 years","20","4","3","5","3","4","3","4","5","5","5","4","4","5","3","3","3","5","3","2","4","N1522","43.753559279","-79.362054281","315892.973","4845742.888"
"4504",1162634,"4154742","2017","2019","1972","PRIVATE","15","Don Valley West","745 YORK MILLS RD","18","138","2019-10-28","86","Evaluation needs to be conducted in 3 years","19","5","3","5","5","5","3","5","4","5","N/A","4","5","5","5","3","3","5","5","3","4","N1524","43.752346265","-79.361904373","315905.269","4845608.147"
"4505",1162635,"4626360","2019","2018","2019","PRIVATE","08","Eglinton-Lawrence","25 MONTGOMERY AVE","27","235","2019-09-09","99","Evaluation needs to be conducted in 3 years","20","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","N0833",NA,NA,"312881.507","4840828.842"
"4506",1162636,"4639099","2019","2018","2018","PRIVATE","05","York South-Weston","22 JOHN ST","31","369","2019-09-09","99","Evaluation needs to be conducted in 3 years","19","5","5","5","5","N/A","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","W0524","43.701860897","-79.517659198","303360.889","4839990.558"
"4507",1162637,"4153052","2020","2018","1918","PRIVATE","04","Parkdale-High Park","320 RONCESVALLES AVE","4","16","2019-08-28","51","Evaluation needs to be conducted in 1 year","15","3","2","3","3","N/A","2","N/A","3","N/A","N/A","2","2","N/A","2","3","2","2","3","3","3","S0432","43.6500184569","-79.4508259143","308751.234","4834231.062"
"4508",1162638,"4569135","2019","2018","1956","PRIVATE","14","Toronto-Danforth","135 SAMMON AVE","3","11","2019-07-09","53","Evaluation needs to be conducted in 1 year","16","2","3","2","2","3","2","N/A","3","N/A","3","3","2","4","3","2","2","N/A","3","3","N/A","S1422","43.6850791771","-79.3423568405","317493.881","4838136.918"
"4509",1162639,"4604174",NA,"2018",NA,"PRIVATE","14","Toronto-Danforth","160 FLOYD AVE","3","12","2019-07-05","49","Building Audit","14","2","2","2","2","N/A","3","N/A","2","N/A","2","2","2","4","3","3","2","N/A","3","N/A","N/A","S1421","43.687577379","-79.348481091","316999.391","4838414.515"
"4510",1162640,"4153924","2017","2018","1965","PRIVATE","12","Toronto-St. Paul's","95 LAWTON BLVD","7","60","2019-04-09","76","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","3","4","3","4","4","4","4","5","4","3","3","3","4","3","N/A","S1232","43.693346588","-79.3964596744","313130.915","4839048.604"
"4511",1162641,"4155460","2017","2018","1970","PRIVATE","01","Etobicoke North","40 STEVENSON RD","13","176","2019-04-09","72","Evaluation needs to be conducted in 2 years","17","4","3","3","3","4","3","4","4","3","N/A","3","5","4","4","3","4","N/A","4","3","N/A","W0123","43.744225114","-79.585660851","297884.978","4844700.386"
"4512",1162642,"4365726","2018","2018","1976","PRIVATE","04","Parkdale-High Park","2360 DUNDAS ST W","29","638","2019-04-03","71","Evaluation needs to be conducted in 2 years","18","4","3","4","4","5","3","3","3","4","N/A","4","3","5","3","3","3","N/A","4","2","4","S0429","43.657073675","-79.452365262","308621.66","4835039.566"
"4513",1162643,"4365723","2018","2018","1976","PRIVATE","04","Parkdale-High Park","2350 DUNDAS ST W","29","457","2019-04-03","71","Evaluation needs to be conducted in 2 years","18","4","3","4","4","5","3","3","3","4","N/A","4","3","5","3","3","3","N/A","4","2","4","S0429","43.656991644","-79.45228586","308623.625","4835029.533"
"4514",1162644,"4156558","2018","2018","1970","PRIVATE","24","Scarborough-Guildwood","3967 LAWRENCE AVE E","10","102","2019-04-03","78","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","4","4","5","N/A","4","4","3","4","3","4","4","4","4","N/A","E2431","43.7639678832","-79.2032064832","328680.928","4846931.64"
"4515",1162645,"4154248","2017","2018","1972","PRIVATE","07","Humber River-Black Creek","3400 WESTON RD","27","263","2019-04-01","64","Evaluation needs to be conducted in 1 year","18","3","3","4","3","4","3","3","3","4","N/A","3","3","3","4","3","3","4","2","3","N/A","W0727","43.749810629","-79.543432658","301286.482","4845318.212"
"4516",1162646,"4153421","2017","2018","1805","PRIVATE","11","University-Rosedale","160 HURON ST","5","69","2019-03-28","75","Evaluation needs to be conducted in 2 years","16","3","5","5","2","3","3","N/A","4","N/A","N/A","3","3","5","4","3","5","4","4","4","N/A","S1144","43.6570614157","-79.3980740042","313005.659","4835017.264"
"4517",1162647,"4155200","2017","2018","1950","SOCIAL HOUSING","04","Parkdale-High Park","495 RIVERSIDE DR","3","25","2019-03-27","81","Evaluation needs to be conducted in 2 years","20","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","S0425","43.6481742891","-79.4902420295","305571.54","4834025.139"
"4518",1162648,"4152928","2017","2018","1924","PRIVATE","04","Parkdale-High Park","1778 BLOOR ST W","3","21","2019-03-26","67","Evaluation needs to be conducted in 2 years","14","3","3","3","3","5","3","N/A","3","N/A","N/A","3","4","5","3","3","3","N/A","3","N/A","N/A","S0428","43.654816959","-79.460940647","307934.791","4834764.694"
"4519",1162649,"4155285","2017","2018","1950","PRIVATE","03","Etobicoke-Lakeshore","6 KINGS POINT DR","3","16","2019-03-26","75","Evaluation needs to be conducted in 2 years","17","4","4","4","4","4","3","N/A","4","N/A","5","4","3","5","3","3","3","4","4","3","N/A","W0327","43.6396095695","-79.4936460031","305296.993","4833073.615"
"4520",1162650,"4155241",NA,"2018","1954","PRIVATE","03","Etobicoke-Lakeshore","183 BERRY RD","4","50","2019-03-26","62","Evaluation needs to be conducted in 1 year","17","3","4","4","3","3","3","N/A","3","N/A","3","3","3","5","2","3","3","3","2","3","N/A","W0329","43.636390118","-79.4911570627","305497.797","4832715.966"
"4521",1162651,"4155501","2017","2018","1970","PRIVATE","03","Etobicoke-Lakeshore","2519 LAKE SHORE BLVD W","4","44","2019-03-25","71","Evaluation needs to be conducted in 2 years","17","4","4","4","3","3","4","N/A","3","N/A","4","3","4","5","4","2","3","4","3","3","N/A","W0336","43.610690629","-79.48977037","305628.08","4829849.455"
"4522",1162652,"4155500","2017","2018","1952","PRIVATE","03","Etobicoke-Lakeshore","2521 LAKE SHORE BLVD W","3","37","2019-03-25","69","Evaluation needs to be conducted in 2 years","15","3","3","4","3","4","2","N/A","3","N/A","N/A","3","3","5","4","4","4","N/A","3","4","N/A","W0336","43.6101831739","-79.4899009077","305599.525","4829804.528"
"4523",1162653,"4156027","2017","2018","1910","PRIVATE","03","Etobicoke-Lakeshore","2523 LAKE SHORE BLVD W","3","10","2019-03-25","76","Evaluation needs to be conducted in 2 years","14","4","4","4","4","N/A","4","N/A","3","N/A","N/A","3","3","5","4","4","4","N/A","3","4","N/A","W0336","43.6102058206","-79.4892486213","305652.179","4829807.05"
"4524",1162654,"4155499","2017","2018","1952","PRIVATE","03","Etobicoke-Lakeshore","2529 LAKE SHORE BLVD W","4","61","2019-03-25","75","Evaluation needs to be conducted in 2 years","16","4","4","5","4","4","2","N/A","3","N/A","N/A","4","4","5","3","4","4","3","3","4","N/A","W0336","43.6100510941","-79.4881859662","305737.962","4829789.871"
"4525",1162655,"4152916","2017","2018","1935","PRIVATE","04","Parkdale-High Park","2526 BLOOR ST W","4","19","2019-03-25","69","Evaluation needs to be conducted in 2 years","16","4","4","4","4","2","4","N/A","4","N/A","N/A","4","2","3","3","4","4","3","3","3","N/A","S0430","43.648016589","-79.48963831","305608.671","4834006.596"
"4526",1162656,"4155827","2018","2018","1944","PRIVATE","04","Parkdale-High Park","2559 BLOOR ST W","4","27","2019-03-25","64","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","N/A","4","3","5","3","4","4","2","2","3","N/A","S0425","43.647685867","-79.490964697","305519.449","4833990.253"
"4527",1162657,"4155275","2017","2018","1960","PRIVATE","03","Etobicoke-Lakeshore","16 RIVERWOOD PKWY","5","45","2019-03-25","71","Evaluation needs to be conducted in 2 years","18","4","4","3","4","4","3","N/A","3","5","3","4","3","5","3","4","3","3","3","3","N/A","W0327","43.6390524323","-79.4890660176","305666.544","4833011.753"
